cell_id,iso3,country,year,variable,value,source_id,source_url,snapshot_source_url,retrieval_status,evidence_type,quality_code,local_path,evidence_href,downloadable_local,evidence_label,evidence_note
DNK:2011:irregular_proxy_detections,DNK,Denmark,2011,irregular_proxy_detections,400,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2012:year,DNK,Denmark,2012,year,2012,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2012:population,DNK,Denmark,2012,population,5591572,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2012:foreign_born,DNK,Denmark,2012,foreign_born,531540,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2012:foreign_born_pct_pop,DNK,Denmark,2012,foreign_born_pct_pop,0.09506092383322615,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2012:foreign_nationals,DNK,Denmark,2012,foreign_nationals,358714,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2012:foreign_nationals_pct_pop,DNK,Denmark,2012,foreign_nationals_pct_pop,0.06415262112336209,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2012:irregular_proxy_detections,DNK,Denmark,2012,irregular_proxy_detections,630,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2013:year,DNK,Denmark,2013,year,2013,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2013:population,DNK,Denmark,2013,population,5614932,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2013:foreign_born,DNK,Denmark,2013,foreign_born,548411,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2013:foreign_born_pct_pop,DNK,Denmark,2013,foreign_born_pct_pop,0.09767010535479326,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2013:foreign_nationals,DNK,Denmark,2013,foreign_nationals,374569,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2013:foreign_nationals_pct_pop,DNK,Denmark,2013,foreign_nationals_pct_pop,0.06670944545722014,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2013:irregular_proxy_detections,DNK,Denmark,2013,irregular_proxy_detections,395,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2014:year,DNK,Denmark,2014,year,2014,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2014:population,DNK,Denmark,2014,population,5643475,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2014:foreign_born,DNK,Denmark,2014,foreign_born,569596,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2014:foreign_born_pct_pop,DNK,Denmark,2014,foreign_born_pct_pop,0.10093001209361253,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2014:foreign_nationals,DNK,Denmark,2014,foreign_nationals,397221,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2014:foreign_nationals_pct_pop,DNK,Denmark,2014,foreign_nationals_pct_pop,0.0703858881274392,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2014:irregular_proxy_detections,DNK,Denmark,2014,irregular_proxy_detections,515,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2015:year,DNK,Denmark,2015,year,2015,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2015:population,DNK,Denmark,2015,population,5683483,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2015:foreign_born,DNK,Denmark,2015,foreign_born,595876,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2015:foreign_born_pct_pop,DNK,Denmark,2015,foreign_born_pct_pop,0.10484345602863596,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2015:foreign_nationals,DNK,Denmark,2015,foreign_nationals,422492,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2015:foreign_nationals_pct_pop,DNK,Denmark,2015,foreign_nationals_pct_pop,0.07433681071976463,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2015:irregular_proxy_detections,DNK,Denmark,2015,irregular_proxy_detections,2165,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2016:year,DNK,Denmark,2016,year,2016,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2016:population,DNK,Denmark,2016,population,5728010,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2016:foreign_born,DNK,Denmark,2016,foreign_born,636666,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2016:foreign_born_pct_pop,DNK,Denmark,2016,foreign_born_pct_pop,0.11114959645671009,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2016:foreign_nationals,DNK,Denmark,2016,foreign_nationals,463088,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2016:foreign_nationals_pct_pop,DNK,Denmark,2016,foreign_nationals_pct_pop,0.08084622757292673,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2016:irregular_proxy_detections,DNK,Denmark,2016,irregular_proxy_detections,1390,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2017:year,DNK,Denmark,2017,year,2017,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2017:population,DNK,Denmark,2017,population,5764980,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2017:foreign_born,DNK,Denmark,2017,foreign_born,668090,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2017:foreign_born_pct_pop,DNK,Denmark,2017,foreign_born_pct_pop,0.11588765268916805,S0077,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2017:foreign_nationals,DNK,Denmark,2017,foreign_nationals,484934,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2017:foreign_nationals_pct_pop,DNK,Denmark,2017,foreign_nationals_pct_pop,0.08411720422273798,S0054,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,retrieved,local_snapshot,A,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2017:irregular_proxy_detections,DNK,Denmark,2017,irregular_proxy_detections,1105,S0094,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,retrieved,local_snapshot,A,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
DNK:2018:year,DNK,Denmark,2018,year,2018,PANEL,,,local_data,panel_record,P,data/panel_evidence.csv,data/panel_evidence.csv,True,local Panel evidence register,Year value comes from the copied Panel row; the evidence register is downloadable locally.
DNK:2018:population,DNK,Denmark,2018,population,5793636,S0044,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,retrieved,local_snapshot,A,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,True,Reused the existing local snapshot from an earlier build.,Reused the existing local snapshot from an earlier build.
