source_id,source_name,countries,topics,years,original_status,retrieval_status,http_status,bytes,content_type,snapshot_path,snapshot_sha256,retrieved_at,tls_verification,error,source_url
S0059,Eurostat [migr_pop1ctz],Hungary,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3202,application/json,sources/S0059_ec-europa-eu_migr-pop1ctz_a32c1fd48a25.json,0bbe4e0f3445dd4fecf7fa8216c87e2294ccfb8bfb58d57afb91edc30c8e831c,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0060,Eurostat [migr_pop1ctz],Iceland,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3189,application/json,sources/S0060_ec-europa-eu_migr-pop1ctz_a10f93db4ebd.json,9c361949a9b9ff29a09923aed6e11d2c3c4ba303b905a9e8cdd9cef9a4aa562f,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0061,Eurostat [migr_pop1ctz],Italy,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3280,application/json,sources/S0061_ec-europa-eu_migr-pop1ctz_3d227ef1258e.json,b526f557983512cb1dd5ece123b7cdae9f6dfa045323231aa59fdbc23a8b505a,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0062,Eurostat [migr_pop1ctz],Lithuania,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3191,application/json,sources/S0062_ec-europa-eu_migr-pop1ctz_a8db05bb4712.json,9ae574f4f7f4b5d33d768383a2a9f9d613feca175b9510186910dba0799235d9,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0063,Eurostat [migr_pop1ctz],Netherlands,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3210,application/json,sources/S0063_ec-europa-eu_migr-pop1ctz_440b6248636f.json,93dbbb2355e18e6045fe7abbd2b238ab24e22b9d6550d1ee1f664d9e119e2059,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0064,Eurostat [migr_pop1ctz],Norway,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3201,application/json,sources/S0064_ec-europa-eu_migr-pop1ctz_2b94a8a7a219.json,3fc2b4831d61a9b66df735d2c25e7c265f2f16908115971fba70a0fedea6248a,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0065,Eurostat [migr_pop1ctz],Poland,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3366,application/json,sources/S0065_ec-europa-eu_migr-pop1ctz_42cdf60d7fbe.json,abba11b7e3e22bc8023d2dff5ba7bbaa388f1f087e6f35a65f31337842651bea,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0066,Eurostat [migr_pop1ctz],Portugal,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3203,application/json,sources/S0066_ec-europa-eu_migr-pop1ctz_16626e56a712.json,ad01bea1b913d3a072547cd0b356d165adee01174b74eaa130ac997d9ca4914a,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0067,Eurostat [migr_pop1ctz],Sweden,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3201,application/json,sources/S0067_ec-europa-eu_migr-pop1ctz_38681433ea46.json,b47482427e51c67f4ddd717d68f7930d626e938f64f7988a20ad865cf0d548bb,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0068,Eurostat [migr_pop1ctz],Slovenia,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3198,application/json,sources/S0068_ec-europa-eu_migr-pop1ctz_defe51bd5b75.json,9653150618b34e5ada45a3f769a91357507dc622393fe9878bb033798929c76d,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0069,Eurostat [migr_pop1ctz],Slovak Republic,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3190,application/json,sources/S0069_ec-europa-eu_migr-pop1ctz_21dfd48e3523.json,de48de3c894f6b96e34161fae6f46f45b02fd3f1878a3af18c28c33286544051,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0070,Eurostat [migr_pop1ctz],United Kingdom,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019,downloaded,retrieved,200,3191,application/json,sources/S0070_ec-europa-eu_migr-pop1ctz_63e1942026f2.json,1005d6147b4d58d6054b8944b8393f12eb2cb3e5e111ba0e8d7899170318c669,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=UK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0071,Eurostat [migr_pop3ctb],Austria,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3197,application/json,sources/S0071_ec-europa-eu_migr-pop3ctb_f2ff2957fd64.json,51fbe35c9cf9baae718184530c1e9f35df9d244ae926c1945563ae4098c4def3,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0072,Eurostat [migr_pop3ctb],Belgium,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3290,application/json,sources/S0072_ec-europa-eu_migr-pop3ctb_9c184549adf0.json,a98036c5a40c67c48e409b9e3a92a86981667d39c6a9804bd651071abed1e6a4,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=BE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0073,Eurostat [migr_pop3ctb],Bulgaria,foreign_born,2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3172,application/json,sources/S0073_ec-europa-eu_migr-pop3ctb_9537dc1ec14e.json,8f7741dc668d92d9767473aeb2b6f068fb3b706407c414ecfe458adafbf590a0,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0074,Eurostat [migr_pop3ctb],Switzerland,foreign_born,2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3257,application/json,sources/S0074_ec-europa-eu_migr-pop3ctb_b46ed2c253bc.json,3f23cfaf614482c092572e23e854417272c5954235ea3b6e773b6f82ffdb6131,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=CH&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0075,Eurostat [migr_pop3ctb],Czech Republic,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3261,application/json,sources/S0075_ec-europa-eu_migr-pop3ctb_70a31700aa4e.json,177722f6e842153cc37ebd39869af7eb65bc1c3abe68f07181537703578dabf0,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=CZ&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0076,Eurostat [migr_pop3ctb],Germany,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3329,application/json,sources/S0076_ec-europa-eu_migr-pop3ctb_91ddfad26ced.json,aacb52ed9a610f830555c9d49660b32f9f434f80a95d8cd906b66a403be96227,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0077,Eurostat [migr_pop3ctb],Denmark,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3184,application/json,sources/S0077_ec-europa-eu_migr-pop3ctb_d3b4bbee9326.json,7859ef4d82a3dbeb09ff8f2481026a095ce178d26d4fcccee0015a0aec4cbe8f,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0078,Eurostat [migr_pop3ctb],Spain,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3195,application/json,sources/S0078_ec-europa-eu_migr-pop3ctb_f0b5da6761b4.json,8eccfd35c8e6731a9d72f15797d1a7a08329416fffc1531e3cfa7c6a3f1f5a68,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0079,Eurostat [migr_pop3ctb],Finland,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3184,application/json,sources/S0079_ec-europa-eu_migr-pop3ctb_5cd20a0f89e8.json,9f844f5e0083bb480e73d732bdc1231e01fc3e459d7df0cd7a778e74c51b81c7,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=FI&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0080,Eurostat [migr_pop3ctb],France,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3271,application/json,sources/S0080_ec-europa-eu_migr-pop3ctb_69404a0e21c0.json,8234690a71aea123cbdb9482aeadddb73e4345f198eaa8e4b1bee5c6621c0319,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0081,Eurostat [migr_pop3ctb],Croatia,foreign_born,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3224,application/json,sources/S0081_ec-europa-eu_migr-pop3ctb_680c334d00b4.json,16f10b4f62455b97f80ce959a4e1e11b6425fe1ec203c2892988da530764f78a,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=HR&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0082,Eurostat [migr_pop3ctb],Hungary,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3184,application/json,sources/S0082_ec-europa-eu_migr-pop3ctb_20ad833e4465.json,3e79a7bdbbe71b65949acbc0cc81f937bf49d3e4bf3cf0f2e56c49fcf09c4aa1,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0083,Eurostat [migr_pop3ctb],Iceland,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3171,application/json,sources/S0083_ec-europa-eu_migr-pop3ctb_7104d0bb1de3.json,bedc0e88f7256ce4f55c72167f042ebadd4440dd5d7220e332579286da9224d7,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0084,Eurostat [migr_pop3ctb],Italy,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3262,application/json,sources/S0084_ec-europa-eu_migr-pop3ctb_9d7ae65ce3c5.json,125dd45e7a9c22ca8c643f1996ffe7dc139a0dc349b53218c28e8a892516fe12,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0085,Eurostat [migr_pop3ctb],Lithuania,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3186,application/json,sources/S0085_ec-europa-eu_migr-pop3ctb_c1b156e80fd9.json,bc35e80664864802dfad19f1379ea70e1bbd44d0e616f7a61d8316390230bce6,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0086,Eurostat [migr_pop3ctb],Netherlands,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3201,application/json,sources/S0086_ec-europa-eu_migr-pop3ctb_dab79eb20081.json,bdb552b442d42e9e6194044d48df67eca69112ec10a73464386ced59f894db10,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0087,Eurostat [migr_pop3ctb],Norway,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3183,application/json,sources/S0087_ec-europa-eu_migr-pop3ctb_4bcf36d667be.json,7c8ef4cc5f6572633c4f4e16560463d1b0ab07a0aafc8d2e1d6964cc3f64b663,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0088,Eurostat [migr_pop3ctb],Poland,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3341,application/json,sources/S0088_ec-europa-eu_migr-pop3ctb_aa9fb93d6042.json,14127e9c379f441a7419ee780c02942a339598c97f814b281e8d10983b1c2271,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=PL&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0089,Eurostat [migr_pop3ctb],Portugal,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3196,application/json,sources/S0089_ec-europa-eu_migr-pop3ctb_86c4b5033bd5.json,91156698beb94a22b335c8cb95aa96568c4c4a6bfe9b4980f3481543ac13bb71,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0090,Eurostat [migr_pop3ctb],Sweden,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3196,application/json,sources/S0090_ec-europa-eu_migr-pop3ctb_86ac9ed5688b.json,62a09087cf88893c4d04295890bea851ddcb9e17643fb37426d663fd7bde5480,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0091,Eurostat [migr_pop3ctb],Slovenia,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3185,application/json,sources/S0091_ec-europa-eu_migr-pop3ctb_4fd66f325181.json,d4d066da4d00ed6a18ebb2d8192834837845af49297cd044b0ed3cb3f95ed382,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0092,Eurostat [migr_pop3ctb],Slovak Republic,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3183,application/json,sources/S0092_ec-europa-eu_migr-pop3ctb_1862544a39ac.json,d67586b067b0cd4f168ad62966cf5f65e26d9c410a2bd3460e95f9b540d115e9,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0093,Eurostat [migr_pop3ctb],United Kingdom,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019,downloaded,retrieved,200,3173,application/json,sources/S0093_ec-europa-eu_migr-pop3ctb_37ccebaf1454.json,2128edc9cbfb38daa022eaa4acbaf6da9152ce45e34afde56d07029ef829ed2e,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=UK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022
S0094,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",Austria; Belgium; Bulgaria; Croatia; Czech Republic; Denmark; Finland; France; Germany; Hungary; Iceland; Italy; Lithuania; Netherlands; Norway; Poland; Portugal; Slovak Republic; Slovenia; Spain; Sweden; Switzerland; United Kingdom,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019; 2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022; 2013;2014;2015;2016;2017;2018;2019;2020;2021;2022; 2016;2017;2019;2021,downloaded,retrieved,200,8630,text/html; charset=UTF-8,sources/S0094_ec-europa-eu_table_3c861af5f6a4.html,54a94f2dfa98bea21eaa72ab5d51a992da5427a4de383139b7ecaefe195df1b4,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table
S0095,"Immigration New Zealand (MBIE), 'OVERSTAYERS' factsheet, October 2018, released under the Official Information Act and published on FYI.org.nz",New Zealand,irregular_proxy_overstayers,2010;2011;2012;2013;2014;2016,downloaded,retrieved,200,825149,application/pdf; charset=utf-8,sources/S0095_fyi-org-nz_appendix-20a-20immigration-20new-20zealand-20overstayers-20f_a34aaed46a67.pdf,8d7cf7e1963b80499464eca2174c1a53f6367bfb60c20d8f1345aeef12b22015,2026-08-17,unverified_local_proxy,,https://fyi.org.nz/request/29926/response/118942/attach/4/Appendix%20A%20Immigration%20New%20Zealand%20Overstayers%20Factsheet%202017.pdf
S0096,"Chandrasekhar S. and Sharma A., Migration in India: trends and characteristics, Demography India Vol. 51 No. 1 (2022) pp.160-175 (Census of India 2011 place-of-birth data)",India,foreign_born,2011,downloaded,retrieved,200,374048,application/pdf,sources/S0096_iasp-ac-in_10-20migration-20in-20india-20trends-20and-20characteristics_78b3d2205dfc.pdf,b2a7ccf2c077968d4b0db297c0916c4c1556790ac3011e1e70b516f956e9e514,2026-08-17,unverified_local_proxy,,https://iasp.ac.in/uploads/journal/10.%20Migration%20in%20India%20trends%20and%20characteristics-1669206793.pdf
S0097,"Immigration New Zealand, New estimate of people who have overstayed their visa (5 September 2025)",New Zealand,irregular_proxy_overstayers,2017,downloaded,retrieved,200,267350,application/pdf,sources/S0097_immigration-govt-nz_5-september-2025-new-estimate-of-people-who-have-overstayed-_6a59e901275e.pdf,8bbe41fed0d41cd071c4ba7109b3d7f98dba39f7ceea76ace20752536bb30d77,2026-08-17,unverified_local_proxy,,https://immigration.govt.nz/assets/inz/documents/visa-paks/5-September-2025-New-estimate-of-people-who-have-overstayed-their-visa.pdf
S0098,"Center for Migration Studies of New York (Robert Warren), After a Decade of Decline, the US Undocumented Population Increased by 650,000 in 2022, Journal on Migration and Human Security",United States,irregular_stock,2019;2020;2021;2022,failed,failed,,0,,sources/S0098_journals-sagepub-com_23315024241226624_4dbd34e00ef9.error.txt,c39f8e71d6e6544e5b9bb4cc7902bd6cabeacf359940ffc8921e487ac0e7f22b,2026-08-17,unverified_local_proxy,HTTP 403: Forbidden,https://journals.sagepub.com/doi/10.1177/23315024241226624
S0099,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",Mexico,irregular_proxy_detections,2017;2018;2019;2020;2021;2022,failed,retrieved,200,833784,application/pdf,sources/S0099_mexico-iom-int_estadisticas-migratorias-2023-pdf_0903f9b3e1f7.pdf,5aa2a7fed3c01718b0f2fe853f283fab8e64711939d5b425a85606058d9d9cd8,2026-08-17,unverified_local_proxy,,https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf
S0100,"DHS Office of Homeland Security Statistics, Estimates of the Unauthorized Immigrant Population Residing in the United States: January 2015-January 2018, Table A2-1 | DHS Office of Homeland Security Statistics, Estimates of the Unauthorized Immigrant Population Residing in the United States: January 2015-January 2018, Table A2-1 (pre-revision entry) | DHS Office of Homeland Security Statistics, Estimates of the Unauthorized Immigrant Population Residing in the United States: January 2015-January 2018, Table A2-1 (pre-update entry)",United States,irregular_stock,2010;2011;2012;2013;2014;2015;2016;2017;2018,downloaded,retrieved,200,876526,application/pdf,sources/S0100_ohss-dhs-gov_unauthorized-immigrant-population-estimates-2015-2018-pdf_b38472acfd45.pdf,489d46569bab42bb2561f171bbe97b6373ec0b5c0e7261b509d99d68dbf44a5d,2026-08-17,unverified_local_proxy,,https://ohss.dhs.gov/sites/default/files/2023-12/unauthorized_immigrant_population_estimates_2015_-_2018.pdf
S0101,"UN DESA Population Division, World Population Prospects 2024, compact demographic indicators",,population alternative,,downloaded,retrieved,200,26142942,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,sources/S0101_population-un-org_wpp2024-gen-f01-demographic-indicators-compact-xlsx_ba41de58a34a.xml,98e34d9b65b53858cd08a57a566e45050b08093ad85ba5714fe6fbd78055ae6d,2026-08-17,unverified_local_proxy,,https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx
S0102,"Fundacion porCausa (2020), Una fotografia de la inmigracion irregular en Espana",Spain,irregular_stock,2019,downloaded,retrieved,200,1556559,application/pdf,sources/S0102_porcausa-org_retratodelairregularidadporcausa-pdf_b7146db7116c.pdf,e35e2410531af325ac5742bc62f3eace06c4a5306e83a04cbbe1b19e144d3075,2026-08-17,unverified_local_proxy,,https://porcausa.org/wp-content/uploads/2020/07/RetratodelairregularidadporCausa.pdf
S0103,"ANU Press, A Long Way to Go, Chapter 2, Table 2.3 Estimated size of irregular migrant populations by region/country",Australia,irregular_proxy_overstayers,2010;2011,downloaded,retrieved,200,123993,text/html; charset=utf-8,sources/S0103_press-files-anu-edu-au_ch02-xhtml_9c8dbf964644.html,e25e4a3120c56ada4f2773e148f3cb55571c0b10d98c28f64bef5d0c751f073d,2026-08-17,unverified_local_proxy,,https://press-files.anu.edu.au/downloads/press/n4016/html/ch02.xhtml
