Scope,Country,ISO3,Topic / variable(s),Years,Source name,Source URL,Local path,Status,HTTP,Bytes,Verification / notes
Country,France,FRA,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_a745d8c0d0,downloaded,200,3271,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,France,FRA,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_d9cbb52a11,downloaded,200,3289,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,France,FRA,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8628,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,France,FRA,irregular_stock,2014;2015;2016;2017,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,sources\005_europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off.html_a3fd290b66,downloaded,200,504541,"retrieved_reference_file_or_page Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 200000-300000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 300000-400000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Country,Germany,DEU,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Germany,DEU,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_81c362c62b,downloaded,200,3329,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country) stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing)
Country,Germany,DEU,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_a158697afa,downloaded,200,3219,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless) stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing)
Country,Germany,DEU,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Germany,DEU,irregular_stock,2014;2015;2016;2017,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,sources\005_europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off.html_a3fd290b66,downloaded,200,504541,"retrieved_reference_file_or_page Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 500000-600000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 600000-1200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 1100000-1400000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 1000000-1200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Country,Germany,DEU,irregular_stock,2014,"Vogel, Dita (2015), Update report Germany: Estimated number of irregular foreign residents in Germany (Database on Irregular Migration), cited in bpb country profile",https://www.bpb.de/themen/migration-integration/regionalprofile/deutschland/256275/irregulaere-migration-in-deutschland/,sources\006_irregulaere-migration-in-deutschland.html_b36dc54d96,downloaded,200,163736,"retrieved_reference_file_or_page Multiplier method based on police crime statistics (Polizeiliche Kriminalstatistik); published range 180000-520000, value is the midpoint. NOTE: this is a second, independent estimate for DEU 2014 alongside the Pew row - do not sum. Author regards 2015-2016 as not estimable."
Country,Hungary,HUN,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Hungary,HUN,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_3bac53e297,downloaded,200,3184,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country) stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing)
Country,Hungary,HUN,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HU&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_4ebf14edc2,downloaded,200,3202,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless) stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing)
Country,Hungary,HUN,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8630,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Iceland,ISL,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Iceland,ISL,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_d9a4608492,downloaded,200,3171,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Iceland,ISL,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IS&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_c64841425e,downloaded,200,3189,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Iceland,ISL,irregular_proxy_detections,2016;2017;2019;2021,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8628,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat. Iceland reports only sporadically; most years are not available in migr_eipre. Eurostat enforcement statistic - annual flow of detections, NOT a stock. VERIFIED DIRECTLY against the Eurostat API; Iceland reports only 2016 (30), 2017 (15), 2019 (110) and 2021 (130). Added after an initial extraction missed 2021."
Country,India,IND,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,India,IND,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,sources\002_SM.POP.TOTL_16f81ab86b,downloaded,200,19399,"retrieved_api_or_data UN estimate (not annual); mid-year benchmark year only; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08"
Country,India,IND,foreign_born,2011,"Chandrasekhar S. and Sharma A., Migration in India: trends and characteristics, Demography India Vol. 51 No. 1 (2022) pp.160-175 (Census of India 2011 place-of-birth data)",https://iasp.ac.in/uploads/journal/10.%20Migration%20in%20India%20trends%20and%20characteristics-1669206793.pdf,sources\003_10._20Migration_20in_20India_20trends_20and_20characteristics-1669206793.pdf_b1cdf292cf,downloaded,200,374048,"retrieved_reference_file_or_page Census (Census of India 2011, place-of-birth / D-series tables), reference date 1 Mar 2011; value as published is rounded to the nearest thousand (5490 thousand; 2513 thousand male, 2977 thousand female = 0.44 per cent of population); no exact unit-level figure could be verified from censusindia.gov.in; India has no 2021 census (postponed), so no national 2021 benchmark exists"
Country,Israel,ISR,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Israel,ISR,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/ISR.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",sources\002_ISR.W.A.B14._T._Z._Z.PS_125fcaf01d,downloaded,200,7104,retrieved_api_or_data Population born abroad; OECD IMD series sourced from Israel CBS. Reference date 31 December. Figures for 2010-2015 are rounded by the source to the nearest 100 or 1000.
Country,Israel,ISR,irregular_stock,2020;2022,"Israel Population and Immigration Authority (רשות האוכלוסין וההגירה), Foreigners in Israel (נתוני זרים בישראל), Q1 2022",https://www.gov.il/BlobFolder/generalpage/foreign_workers_stats/he/zarim_2022_q1.pdf,,failed,403,0,"not_retrieved Reference date end of 2020. Administrative register count of persons who entered Israel as tourists and remained without a valid permit; published as '30.1 thousand'. Excludes infiltrators and lapsed foreign workers, which PIBA counts separately. Reference date 31 March 2022. Administrative register count of 'infiltrators' (מסתננים) resident in Israel, i.e. persons who entered irregularly via the Egyptian border; 76% Eritrean, 14% Sudanese. Separate PIBA category from tourist overstayers and lapsed workers. Reference date 31 March 2022. Administrative register count of foreign workers without valid status (עובדים זרים ללא היתר). Separate PIBA category; not additive with the infiltrator or tourist-overstayer rows without double-counting checks. Download error: 遠端伺服器傳回一個錯誤: (403) 禁止。"
Country,Italy,ITA,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Italy,ITA,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_2805d48bbe,downloaded,200,3262,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country) stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing)
Country,Italy,ITA,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_5a65bf547b,downloaded,200,3280,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless) stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing)
Country,Italy,ITA,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8630,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Italy,ITA,irregular_stock,2014;2015;2016;2017,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,sources\005_europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off.html_a3fd290b66,downloaded,200,504541,"retrieved_reference_file_or_page Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 300000-500000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 300000-600000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 400000-600000, value is the midpoint of the published range. Pew reports only rounded 100k bounds. Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 500000-700000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Country,Italy,ITA,irregular_stock,2015;2016,"Fondazione ISMU, XXII Rapporto sulle migrazioni 2016",https://www.antoniocasella.eu/nume/Ismu_1dic2016.pdf,sources\006_Ismu_1dic2016.pdf_69c2317df7,downloaded,200,358534,"retrieved_reference_file_or_page ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Country,Italy,ITA,irregular_stock,2017,"Fondazione ISMU estimate, reported in Neodemos",https://www.neodemos.info/2018/07/27/irregolari-sanatorie-e-rimpatri/,sources\007_irregolari-sanatorie-e-rimpatri.html_4187757914,downloaded,200,129358,"retrieved_reference_file_or_page ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Country,Italy,ITA,irregular_stock,2018,"Fondazione ISMU, XXIV Rapporto sulle migrazioni 2018",https://www.vita.it/rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irregolari/,sources\008_rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irregolari.html_a361585e35,downloaded,200,135359,"retrieved_reference_file_or_page ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum."
Country,Italy,ITA,irregular_stock,2019,"Fondazione ISMU, XXV Rapporto sulle migrazioni 2019",https://www.ismu.org/comunicato-stampa-xxv-rapporto-ismu/,,failed,403,0,"not_retrieved ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum. Download error: 遠端伺服器傳回一個錯誤: (403) 禁止。"
Country,Italy,ITA,irregular_stock,2020,"Fondazione ISMU, XXVI Rapporto sulle migrazioni 2020",https://www.cinformi.it/Comunicazione/Notizie/I-dati-del-Rapporto-ISMU-sulle-migrazioni-2020,,failed,,0,"not_retrieved ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum. Download error: 無法連接至遠端伺服器"
Country,Italy,ITA,irregular_stock,2021;2022,"Fondazione ISMU, XXVII Rapporto sulle migrazioni 2021",https://www.ismu.org/xxvii-rapporto-sulle-migrazioni-2021-comunicato-stampa-11-2-2022/,,failed,403,0,"not_retrieved ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum. ISMU annual estimate of irregular presence at 1 January (stranieri irregolarmente presenti); derived from ISMU's reconstruction of total foreign presence (regular registered, regular unregistered, irregular) benchmarked on ISTAT resident population, residence permits and regularisation/amnesty administrative records. Point estimate, no published interval. 2022 fall reflects completion of the 2020 regularisation (sanatoria). NOTE: for 2015-2017 an alternative Pew estimate also exists in this file - do not sum. Download error: 遠端伺服器傳回一個錯誤: (403) 禁止。"
Country,Japan,JPN,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Japan,JPN,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/JPN.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",sources\002_JPN.W.A.B15._T._Z._Z.PS_2268c3ec22,downloaded,200,7218,"retrieved_api_or_data Registered foreign residents (在留外国人), OECD IMD series sourced from Japan's Immigration Services Agency. Excludes short stays under 90 days. IMPORTANT REFERENCE-DATE CAVEAT (verified): the OECD year label is offset one year later than Japan's ISA 31-December series. ISA reports end-2021 = 2760635 and end-2020 = 2887116 (https://www.moj.go.jp/isa/publications/press/13_00001.html), whereas OECD labels 2887116 as 2021 and 2760635 as 2022. Values are recorded here exactly as OECD publishes them; to align with the ISA national series subtract one from the year label."
Country,Japan,JPN,irregular_proxy_overstayers,2010;2012;2013;2015,"Japan Immigration Services Agency (2015), Immigration Control in Recent Years, Table 21 (changes in the estimated number of foreign nationals overstaying) | Japan Immigration Services Agency (2015), Immigration Control in Recent Years",https://www.moj.go.jp/isa/content/930003133.pdf,sources\003_930003133.pdf_2f5d92aa60,downloaded,200,7589110,"retrieved_reference_file_or_page Overstayers (不法残留者) as of 1 January 2010. PROVENANCE: taken from an independently compiled comparison dataset citing ISA Table 21. The 2015 value in that same table was re-read directly from this PDF and matched exactly (60,007), but Table 21 itself could not be re-extracted, so 2010 is not independently re-verified. Overstayers (不法残留者) as of 1 January 2012. PROVENANCE: taken from an independently compiled comparison dataset citing ISA Table 21; the 2015 value from the same table was re-read directly and matched exactly, but 2012 is not independently re-verified. Overstayers (不法残留者) as of 1 January 2013. PROVENANCE: taken from an independently compiled comparison dataset citing ISA Table 21; the 2015 value from the same table was re-read directly and matched exactly, but 2013 is not independently re-verified. Overstayers (不法残留者) as of 1 January 2015. VERIFIED DIRECTLY from this PDF: 'the estimated number of foreign nationals who overstayed was 60,007 as of January 1, 2015, an increase of 946 (1.6%) from 59,061 at January 1, 2014.'"
Country,Japan,JPN,irregular_proxy_overstayers,2011,"Global Detention Project, Japan Immigration Detention Profile (reproducing Ministry of Justice, 2011, p.34)",https://www.globaldetentionproject.org/countries/asia-pacific/japan,sources\004_japan.html_bbc3a195c9,downloaded,200,729399,"retrieved_reference_file_or_page overstayers (不法残留者) reported for 2011; the MOJ/ISA series is compiled as of 1 January. Source text: 'Immigration authorities estimate that in 2011 there were between 90,000 and 100,000 undocumented migrants in Japan, including 78,488 overstayers' (cited to MoJ, 2011, p.34). CAVEAT: the secondary source gives the year only and does not restate the 1 January reference date; the MOJ primary release for 1 January 2011 was no longer reachable (removed from moj.go.jp; nisshinkyo.org mirror returns 404 to the fetcher)."
Country,Japan,JPN,irregular_proxy_overstayers,2014,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001459199.pdf,sources\005_001459199.pdf_730c3fc066,downloaded,200,1313015,"retrieved_reference_file_or_page As of 1 Jan 2014 (平成26年1月1日現在). RE-CONFIRMATION of a value already in the dataset. READ FROM A CHART: the labelled data point marked 過去最低 (all-time low) on 第1図 不法残留者数の推移 in the 令和7年 operations digest. Matches the already-confirmed 59,061."
Country,Japan,JPN,irregular_proxy_overstayers,2017;2018;2019,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan) | Immigration Services Agency of Japan, Honpo ni okeru fuho zanryusha su ni tsuite (Reiwa 3-nen 1-gatsu 1-nichi genzai), Table 1 (Dai-1-hyo)",https://www.moj.go.jp/isa/content/001344148.pdf,sources\006_001344148.pdf_e945d4286a,downloaded,200,965699,"retrieved_reference_file_or_page As of 1 Jan 2017 (平成29年1月1日現在). Read from 第1表 of the press release dated 31 Mar 2021 (本邦における不法残留者数について（令和3年1月1日現在）). Verified two ways within the table: 男 35,843 + 女 29,427 = 65,270; and the 11 nationality/region rows sum to 65,270. Landing page: https://www.moj.go.jp/isa/publications/press/13_00013.html overstayers (fuho zanryusha, 不法残留者) as of 1 January 2017. Administrative register count. Read from the year columns of 【第１表】国籍・地域別 性別 不法残留者数の推移 in the official ISA statistical annex to the 1 January 2021 press release, which tabulates 1 January 2017-2021. overstayers (fuho zanryusha, 不法残留者) as of 1 January 2018. Administrative register count. Read from the year columns of 【第１表】国籍・地域別 性別 不法残留者数の推移 in the official ISA statistical annex to the 1 January 2021 press release, which tabulates 1 January 2017-2021. overstayers (fuho zanryusha, 不法残留者) as of 1 January 2019. Administrative register count. Read from the year columns of 【第１表】国籍・地域別 性別 不法残留者数の推移 in the official ISA statistical annex to the 1 January 2021 press release, which tabulates 1 January 2017-2021."
