country,iso3,year,variable,value,value_pct_pop,estimate_rank_in_cell,source_name,source_url,notes
Germany,DEU,2017,irregular_proxy_detections,156710,0.00189590713682067,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Germany,DEU,2018,irregular_proxy_detections,134125,0.00161780031216641,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Germany,DEU,2019,irregular_proxy_detections,133525,0.00160693513368798,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Germany,DEU,2020,irregular_proxy_detections,117930,0.00141809481528879,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Germany,DEU,2021,irregular_proxy_detections,120285,0.00144580132731738,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Germany,DEU,2022,irregular_proxy_detections,198310,0.00238416944191596,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Germany,DEU,2014,irregular_stock,550000,0.00679159077578489,PANEL PRIMARY,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,"Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 500000-600000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Germany,DEU,2014,irregular_stock,350000,0.0043219214027722,alternative 1,"Vogel, Dita (2015), Update report Germany: Estimated number of irregular foreign residents in Germany (Database on Irregular Migration), cited in bpb country profile",https://www.bpb.de/themen/migration-integration/regionalprofile/deutschland/256275/irregulaere-migration-in-deutschland/,"Multiplier method based on police crime statistics (Polizeiliche Kriminalstatistik); published range 180000-520000, value is the midpoint. NOTE: this is a second, independent estimate for DEU 2014 alongside the Pew row - do not sum. Author regards 2015-2016 as not estimable."
Germany,DEU,2015,irregular_stock,900000,0.0110177174567813,PANEL PRIMARY,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,"Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 600000-1200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Germany,DEU,2016,irregular_stock,1250000,0.0151793588794981,PANEL PRIMARY,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,"Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 1100000-1400000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Germany,DEU,2017,irregular_stock,1100000,0.0133080074692281,PANEL PRIMARY,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,"Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 1000000-1200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Denmark,DNK,2010,irregular_proxy_detections,665,0.000119869862787762,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2011,irregular_proxy_detections,400,7.18059114934696e-05,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2012,irregular_proxy_detections,630,0.000112669567699388,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2013,irregular_proxy_detections,395,7.03481360059214e-05,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2014,irregular_proxy_detections,515,9.12558308489007e-05,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2015,irregular_proxy_detections,2165,0.000380928384935787,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2016,irregular_proxy_detections,1390,0.00024266717411457,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2017,irregular_proxy_detections,1105,0.000191674559148514,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2018,irregular_proxy_detections,1135,0.000195904609816702,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2019,irregular_proxy_detections,1195,0.000205523438099264,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2020,irregular_proxy_detections,490,8.40277915918705e-05,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2021,irregular_proxy_detections,425,7.25660534635948e-05,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Denmark,DNK,2022,irregular_proxy_detections,510,8.63962058852079e-05,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2010,irregular_proxy_detections,70315,0.00150965402439755,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2011,irregular_proxy_detections,68825,0.00147242252623977,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2012,irregular_proxy_detections,52485,0.00112212041740699,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2013,irregular_proxy_detections,46195,0.000991219739286571,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2014,irregular_proxy_detections,47885,0.00103065528475412,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2015,irregular_proxy_detections,42605,0.000917770064100439,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2016,irregular_proxy_detections,37295,0.000802765689775047,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2017,irregular_proxy_detections,44625,0.000958209565939763,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2018,irregular_proxy_detections,78280,0.00167329275349023,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2019,irregular_proxy_detections,62865,0.00133418930283882,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2020,irregular_proxy_detections,72265,0.00152588426751136,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2021,irregular_proxy_detections,30615,0.000645289509881592,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2022,irregular_proxy_detections,68100,0.00142510054492413,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Spain,ESP,2017,irregular_stock,127066,0.00272842255923142,PANEL PRIMARY,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2017. Estimacion 2 counts only nationality groups with positive padron-minus-permits differences; Funcas presents it as the more precise variant. Estimacion 1 for 2017 is negative (-41,391) and is therefore not recorded as a stock. Printed value in Cuadro 1."
Spain,ESP,2017,irregular_stock,150000,0.00322087249055383,alternative 1,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,"Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 100000-200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Spain,ESP,2018,irregular_stock,183384,0.00391996829721578,PANEL PRIMARY,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2018. Estimacion 2 counts only nationality groups with positive differences. Printed value in Cuadro 1."
Spain,ESP,2018,irregular_stock,22948,0.000490530430596496,alternative 1,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate (official population figures minus regular residence permits/assimilable status), non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2018 ('Cifras a 1 de enero de cada ano'). Estimacion 1 sums all continent differences including negative ones. Printed value in Cuadro 1, not read from a chart."
Spain,ESP,2019,irregular_stock,259140,0.00549975051201226,PANEL PRIMARY,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2019. Estimacion 2 counts only nationality groups with positive differences. Printed value in Cuadro 1."
Spain,ESP,2019,irregular_stock,430000,0.00912592698990997,alternative 1,"Fundacion porCausa (2020), Una fotografia de la inmigracion irregular en Espana",https://porcausa.org/wp-content/uploads/2020/07/RetratodelairregularidadporCausa.pdf,"Residual method: municipal register (Padron Municipal, which records foreigners irrespective of status) minus valid residence authorisations, cross-checked against Labour Force Survey (EPA) versus Social Security affiliation; published range 390000-470000 at end-2019, value is the midpoint."
Spain,ESP,2019,irregular_stock,151221,0.00320937629149111,alternative 2,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2019. Estimacion 1 (all differences, including negative). Printed value in Cuadro 1."
Spain,ESP,2020,irregular_stock,370052,0.00781369300437438,PANEL PRIMARY,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2020. Estimacion 2 counts only nationality groups with positive differences. Printed value in Cuadro 1."
Spain,ESP,2020,irregular_stock,307768,0.00649855876625527,alternative 1,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2020. Estimacion 1 (all differences, including negative). Printed value in Cuadro 1."
Spain,ESP,2021,irregular_stock,517149,0.0109002392534952,PANEL PRIMARY,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2021. Estimacion 2 counts only nationality groups with positive differences; Funcas presents it as the more precise variant. Estimacion 1 for the same date is 446,557. Printed value in Cuadro 1."
Spain,ESP,2021,irregular_stock,446557,0.00941233211380677,alternative 1,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2021. Estimacion 1 (all differences, including negative); Estimacion 2 for the same date is 517,149. Both are printed values in Cuadro 1, resolving the earlier chart-reading ambiguity: the '480.000 a finales de 2021' quoted in the body text corresponds to Estimacion 2 at 1 January 2022 (482,139), NOT to the 2021 column."
Spain,ESP,2022,irregular_stock,482139,0.0100895235187838,PANEL PRIMARY,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2022. Estimacion 2 counts only nationality groups with positive differences. This is the value the Funcas text describes as 'unas 480.000 personas a finales de 2021'. Printed value in Cuadro 1."
Spain,ESP,2022,irregular_stock,395591,0.0082783693049498,alternative 1,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,"Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2022. Estimacion 1 (all differences, including negative). Printed value in Cuadro 1."
Finland,FIN,2010,irregular_proxy_detections,3755,0.000700121864087981,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2011,irregular_proxy_detections,3305,0.000613369184035253,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2012,irregular_proxy_detections,3620,0.000668640448942191,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2013,irregular_proxy_detections,3365,0.000618683089377919,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2014,irregular_proxy_detections,2930,0.000536481472529951,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2015,irregular_proxy_detections,14285,0.00260697494000855,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2016,irregular_proxy_detections,2130,0.000387603740867428,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2017,irregular_proxy_detections,930,0.000168838756083188,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2018,irregular_proxy_detections,1305,0.000236604856292012,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2019,irregular_proxy_detections,1220,0.000220950209051497,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2020,irregular_proxy_detections,1145,0.000207069553487512,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Finland,FIN,2021,irregular_proxy_detections,1090,0.000196714790804648,PANEL PRIMARY,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,"Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
